time,carbon_intensity_forecast,carbon_intensity_actual,carbon_intensity_index
2024-04-13 14:00:00+00:00,18.0,22.5,very low
2024-04-13 15:00:00+00:00,17.5,29.5,very low
2024-04-13 16:00:00+00:00,20.0,40.0,low
2024-04-13 17:00:00+00:00,28.0,47.0,low
2024-04-13 18:00:00+00:00,34.0,58.0,low
2024-04-13 19:00:00+00:00,45.5,53.0,low
2024-04-13 20:00:00+00:00,42.0,50.5,low
2024-04-13 21:00:00+00:00,44.0,62.0,low
2024-04-13 22:00:00+00:00,52.5,70.0,low
2024-04-13 23:00:00+00:00,64.0,67.5,low
2024-04-14 00:00:00+00:00,71.0,71.5,low
2024-04-14 01:00:00+00:00,72.0,76.0,low
2024-04-14 02:00:00+00:00,73.5,73.5,low
2024-04-14 03:00:00+00:00,74.0,73.0,low
2024-04-14 04:00:00+00:00,76.0,76.5,low
2024-04-14 05:00:00+00:00,57.0,80.5,low
2024-04-14 06:00:00+00:00,74.5,80.5,low
2024-04-14 07:00:00+00:00,69.5,72.0,low
2024-04-14 08:00:00+00:00,73.0,63.0,low
2024-04-14 09:00:00+00:00,61.0,56.0,low
2024-04-14 10:00:00+00:00,52.5,53.0,low
2024-04-14 11:00:00+00:00,50.5,52.0,low
2024-04-14 12:00:00+00:00,49.5,51.5,low
2024-04-14 13:00:00+00:00,46.5,44.0,low
2024-04-14 14:00:00+00:00,50.0,39.5,low
2024-04-14 15:00:00+00:00,42.5,55.5,low
2024-04-14 16:00:00+00:00,54.5,71.0,low
2024-04-14 17:00:00+00:00,72.0,70.5,low
2024-04-14 18:00:00+00:00,72.5,72.0,low
2024-04-14 19:00:00+00:00,70.5,70.5,low
2024-04-14 20:00:00+00:00,72.0,66.0,low
2024-04-14 21:00:00+00:00,66.0,63.5,low
2024-04-14 22:00:00+00:00,59.5,64.0,low
2024-04-14 23:00:00+00:00,60.5,60.0,low
2024-04-15 00:00:00+00:00,65.5,60.0,low
2024-04-15 01:00:00+00:00,63.0,61.0,low
2024-04-15 02:00:00+00:00,60.5,60.5,low
2024-04-15 03:00:00+00:00,59.5,58.5,low
2024-04-15 04:00:00+00:00,59.5,59.5,low
2024-04-15 05:00:00+00:00,54.5,58.0,low
2024-04-15 06:00:00+00:00,61.0,42.5,low
2024-04-15 07:00:00+00:00,45.0,33.0,low
2024-04-15 08:00:00+00:00,37.0,26.5,very low
2024-04-15 09:00:00+00:00,29.0,23.5,very low
2024-04-15 10:00:00+00:00,21.0,22.0,very low
2024-04-15 11:00:00+00:00,21.5,22.0,very low
2024-04-15 12:00:00+00:00,19.5,19.5,very low
2024-04-15 13:00:00+00:00,15.0,19.5,very low
2024-04-15 14:00:00+00:00,13.5,23.0,very low
2024-04-15 15:00:00+00:00,16.0,30.5,very low
2024-04-15 16:00:00+00:00,23.0,31.5,very low
2024-04-15 17:00:00+00:00,27.5,45.0,low
2024-04-15 18:00:00+00:00,38.0,54.5,low
2024-04-15 19:00:00+00:00,45.5,54.0,low
2024-04-15 20:00:00+00:00,42.5,43.0,low
2024-04-15 21:00:00+00:00,40.0,49.5,low
2024-04-15 22:00:00+00:00,45.5,54.5,low
2024-04-15 23:00:00+00:00,53.0,51.0,low
2024-04-16 00:00:00+00:00,48.0,50.0,low
2024-04-16 01:00:00+00:00,49.5,46.5,low
2024-04-16 02:00:00+00:00,46.5,48.5,low
2024-04-16 03:00:00+00:00,48.5,46.5,low
2024-04-16 04:00:00+00:00,46.0,46.5,low
2024-04-16 05:00:00+00:00,39.5,54.0,low
2024-04-16 06:00:00+00:00,48.0,50.0,low
2024-04-16 07:00:00+00:00,43.0,37.5,low
2024-04-16 08:00:00+00:00,33.5,37.5,low
2024-04-16 09:00:00+00:00,31.5,38.5,low
2024-04-16 10:00:00+00:00,32.0,38.5,low
2024-04-16 11:00:00+00:00,31.5,36.0,low
2024-04-16 12:00:00+00:00,31.0,36.0,low
2024-04-16 13:00:00+00:00,31.0,39.5,low
2024-04-16 14:00:00+00:00,33.0,44.5,low
2024-04-16 15:00:00+00:00,43.0,55.5,low
2024-04-16 16:00:00+00:00,59.0,67.5,low
2024-04-16 17:00:00+00:00,69.0,86.0,low
2024-04-16 18:00:00+00:00,80.5,91.5,low
2024-04-16 19:00:00+00:00,84.5,96.5,low
2024-04-16 20:00:00+00:00,72.0,91.0,low
2024-04-16 21:00:00+00:00,86.5,86.0,low
2024-04-16 22:00:00+00:00,80.0,73.5,low
2024-04-16 23:00:00+00:00,69.0,67.5,low
2024-04-17 00:00:00+00:00,68.5,61.5,low
2024-04-17 01:00:00+00:00,62.0,65.0,low
2024-04-17 02:00:00+00:00,65.0,67.0,low
2024-04-17 03:00:00+00:00,66.5,72.0,low
2024-04-17 04:00:00+00:00,72.5,83.0,low
2024-04-17 05:00:00+00:00,80.5,108.0,low
2024-04-17 06:00:00+00:00,93.5,104.5,moderate
2024-04-17 07:00:00+00:00,100.5,83.5,low
2024-04-17 08:00:00+00:00,74.5,73.0,low
2024-04-17 09:00:00+00:00,67.5,67.5,low
2024-04-17 10:00:00+00:00,63.0,64.5,low
2024-04-17 11:00:00+00:00,64.0,68.0,low
2024-04-17 12:00:00+00:00,64.5,72.5,low
2024-04-17 13:00:00+00:00,63.0,84.5,low
2024-04-17 14:00:00+00:00,80.5,105.5,low
2024-04-17 15:00:00+00:00,103.5,145.5,moderate
2024-04-17 16:00:00+00:00,142.5,168.5,moderate
2024-04-17 17:00:00+00:00,167.5,181.0,moderate
2024-04-17 18:00:00+00:00,182.5,186.5,moderate
2024-04-17 19:00:00+00:00,186.0,177.5,moderate
2024-04-17 20:00:00+00:00,174.0,181.0,moderate
2024-04-17 21:00:00+00:00,170.5,169.0,moderate
2024-04-17 22:00:00+00:00,173.0,147.0,moderate
2024-04-17 23:00:00+00:00,145.0,142.5,moderate
2024-04-18 00:00:00+00:00,146.0,140.5,moderate
2024-04-18 01:00:00+00:00,141.5,146.0,moderate
2024-04-18 02:00:00+00:00,148.0,135.5,moderate
2024-04-18 03:00:00+00:00,130.5,141.5,moderate
2024-04-18 04:00:00+00:00,152.5,165.5,moderate
2024-04-18 05:00:00+00:00,169.0,175.5,moderate
2024-04-18 06:00:00+00:00,181.0,166.0,moderate
2024-04-18 07:00:00+00:00,165.0,143.5,moderate
2024-04-18 08:00:00+00:00,132.5,115.0,moderate
2024-04-18 09:00:00+00:00,120.5,81.5,low
2024-04-18 10:00:00+00:00,79.5,59.5,low
2024-04-18 11:00:00+00:00,65.5,47.5,low
2024-04-18 12:00:00+00:00,56.0,47.0,low
2024-04-18 13:00:00+00:00,50.5,45.0,low
2024-04-18 14:00:00+00:00,45.0,54.0,low
2024-04-18 15:00:00+00:00,52.5,69.0,low
2024-04-18 16:00:00+00:00,66.0,76.0,low
2024-04-18 17:00:00+00:00,77.5,77.0,low
2024-04-18 18:00:00+00:00,75.0,75.5,low
2024-04-18 19:00:00+00:00,69.5,64.0,low
2024-04-18 20:00:00+00:00,57.0,53.0,low
2024-04-18 21:00:00+00:00,52.0,41.5,low
2024-04-18 22:00:00+00:00,50.5,46.5,low
2024-04-18 23:00:00+00:00,47.5,45.0,low
2024-04-19 00:00:00+00:00,46.0,45.0,low
2024-04-19 01:00:00+00:00,47.0,45.5,low
2024-04-19 02:00:00+00:00,46.0,46.5,low
2024-04-19 03:00:00+00:00,49.0,48.0,low
2024-04-19 04:00:00+00:00,72.0,49.5,low
2024-04-19 05:00:00+00:00,50.5,53.5,low
2024-04-19 06:00:00+00:00,46.5,57.0,low
2024-04-19 07:00:00+00:00,49.0,55.0,low
2024-04-19 08:00:00+00:00,48.0,54.5,low
2024-04-19 09:00:00+00:00,49.5,48.0,low
2024-04-19 10:00:00+00:00,45.0,42.0,low
2024-04-19 11:00:00+00:00,42.0,43.5,low
2024-04-19 12:00:00+00:00,38.0,38.0,low
2024-04-19 13:00:00+00:00,38.5,38.5,low
2024-04-19 14:00:00+00:00,47.5,42.5,low
2024-04-19 15:00:00+00:00,46.0,45.5,low
2024-04-19 16:00:00+00:00,50.0,54.0,low
2024-04-19 17:00:00+00:00,60.5,70.0,low
2024-04-19 18:00:00+00:00,71.5,77.0,low
2024-04-19 19:00:00+00:00,77.5,80.0,low
2024-04-19 20:00:00+00:00,79.0,74.5,low
2024-04-19 21:00:00+00:00,72.0,73.0,low
2024-04-19 22:00:00+00:00,77.0,66.0,low
2024-04-19 23:00:00+00:00,72.0,67.0,low
2024-04-20 00:00:00+00:00,71.5,76.0,low
2024-04-20 01:00:00+00:00,84.5,68.0,low
2024-04-20 02:00:00+00:00,74.5,73.0,low
2024-04-20 03:00:00+00:00,81.5,76.5,low
2024-04-20 04:00:00+00:00,83.5,78.0,low
2024-04-20 05:00:00+00:00,86.5,77.5,low
2024-04-20 06:00:00+00:00,78.5,69.5,low
2024-04-20 07:00:00+00:00,66.5,59.0,low
2024-04-20 08:00:00+00:00,55.5,53.5,low
2024-04-20 09:00:00+00:00,48.5,51.0,low
2024-04-20 10:00:00+00:00,51.5,51.5,low
2024-04-20 11:00:00+00:00,50.0,53.5,low
2024-04-20 12:00:00+00:00,52.0,57.0,low
2024-04-20 13:00:00+00:00,53.5,55.5,low
2024-04-20 14:00:00+00:00,54.5,64.5,low
2024-04-20 15:00:00+00:00,69.5,85.5,low
2024-04-20 16:00:00+00:00,90.0,110.0,low
2024-04-20 17:00:00+00:00,118.5,118.0,moderate
2024-04-20 18:00:00+00:00,126.0,125.0,moderate
2024-04-20 19:00:00+00:00,124.0,130.0,moderate
2024-04-20 20:00:00+00:00,128.5,131.0,moderate
2024-04-20 21:00:00+00:00,132.5,112.0,moderate
2024-04-20 22:00:00+00:00,118.0,96.0,low
2024-04-20 23:00:00+00:00,104.0,84.5,low
2024-04-21 00:00:00+00:00,88.5,84.0,low
2024-04-21 01:00:00+00:00,84.0,84.0,low
2024-04-21 02:00:00+00:00,84.5,83.0,low
2024-04-21 03:00:00+00:00,84.5,82.5,low
2024-04-21 04:00:00+00:00,88.0,84.5,low
2024-04-21 05:00:00+00:00,85.0,85.0,low
2024-04-21 06:00:00+00:00,85.5,80.0,low
2024-04-21 07:00:00+00:00,78.0,74.0,low
2024-04-21 08:00:00+00:00,66.5,72.5,low
2024-04-21 09:00:00+00:00,66.0,72.5,low
2024-04-21 10:00:00+00:00,63.5,77.0,low
2024-04-21 11:00:00+00:00,69.5,79.5,low
2024-04-21 12:00:00+00:00,73.5,81.5,low
2024-04-21 13:00:00+00:00,77.0,84.5,low
2024-04-21 14:00:00+00:00,83.0,96.5,low
2024-04-21 15:00:00+00:00,94.5,125.5,moderate
2024-04-21 16:00:00+00:00,128.5,142.0,moderate
2024-04-21 17:00:00+00:00,145.5,155.5,moderate
2024-04-21 18:00:00+00:00,150.0,161.5,moderate
2024-04-21 19:00:00+00:00,156.5,164.0,moderate
2024-04-21 20:00:00+00:00,161.5,160.5,moderate
2024-04-21 21:00:00+00:00,153.5,156.5,moderate
2024-04-21 22:00:00+00:00,142.5,157.5,moderate
2024-04-21 23:00:00+00:00,143.0,165.5,moderate
2024-04-22 00:00:00+00:00,168.5,168.5,moderate
2024-04-22 01:00:00+00:00,172.0,165.0,moderate
2024-04-22 02:00:00+00:00,170.5,166.0,moderate
2024-04-22 03:00:00+00:00,172.5,173.0,moderate
2024-04-22 04:00:00+00:00,182.0,196.0,moderate
2024-04-22 05:00:00+00:00,199.5,210.0,high
2024-04-22 06:00:00+00:00,209.0,198.5,high
2024-04-22 07:00:00+00:00,195.0,195.0,high
2024-04-22 08:00:00+00:00,191.5,190.0,moderate
2024-04-22 09:00:00+00:00,187.0,191.0,high
2024-04-22 10:00:00+00:00,189.0,187.0,moderate
2024-04-22 11:00:00+00:00,184.0,184.5,moderate
2024-04-22 12:00:00+00:00,182.0,187.5,moderate
2024-04-22 13:00:00+00:00,186.5,191.0,high
2024-04-22 14:00:00+00:00,194.5,199.5,high
2024-04-22 15:00:00+00:00,196.0,206.0,high
2024-04-22 16:00:00+00:00,201.0,202.0,high
2024-04-22 17:00:00+00:00,207.5,213.5,high
2024-04-22 18:00:00+00:00,218.5,217.5,high
2024-04-22 19:00:00+00:00,220.5,217.0,high
2024-04-22 20:00:00+00:00,220.5,208.0,high
2024-04-22 21:00:00+00:00,241.5,188.0,high
2024-04-22 22:00:00+00:00,189.0,172.5,moderate
2024-04-22 23:00:00+00:00,175.5,166.5,moderate
2024-04-23 00:00:00+00:00,172.0,162.5,moderate
2024-04-23 01:00:00+00:00,165.0,154.0,moderate
2024-04-23 02:00:00+00:00,157.5,152.0,moderate
2024-04-23 03:00:00+00:00,155.5,153.5,moderate
2024-04-23 04:00:00+00:00,160.0,173.0,moderate
2024-04-23 05:00:00+00:00,187.0,185.0,moderate
2024-04-23 06:00:00+00:00,179.0,182.5,moderate
2024-04-23 07:00:00+00:00,179.5,177.0,moderate
2024-04-23 08:00:00+00:00,177.5,164.0,moderate
2024-04-23 09:00:00+00:00,164.0,152.5,moderate
2024-04-23 10:00:00+00:00,150.0,129.0,moderate
2024-04-23 11:00:00+00:00,129.5,118.5,moderate
2024-04-23 12:00:00+00:00,117.0,106.0,low
2024-04-23 13:00:00+00:00,106.0,110.0,low
2024-04-23 14:00:00+00:00,99.5,121.5,moderate
2024-04-23 15:00:00+00:00,123.0,122.0,moderate
2024-04-23 16:00:00+00:00,134.5,126.5,moderate
2024-04-23 17:00:00+00:00,141.5,141.0,moderate
2024-04-23 18:00:00+00:00,152.5,151.5,moderate
2024-04-23 19:00:00+00:00,153.0,154.0,moderate
2024-04-23 20:00:00+00:00,146.0,144.0,moderate
2024-04-23 21:00:00+00:00,137.5,110.5,moderate
2024-04-23 22:00:00+00:00,122.5,85.5,low
2024-04-23 23:00:00+00:00,110.5,82.0,low
2024-04-24 00:00:00+00:00,89.0,80.5,low
2024-04-24 01:00:00+00:00,87.5,87.5,low
